smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
CCC(=O)c2ccc1cc(OC)ccc1c2,6.16582863,1.9935629999999995,10.539043710026007,0.0,29.787976221476143,13.048946777065485,128.00096701180092,4.088890978693609,13.030838629873813,0.41712229350140745,0.13868604042750873
CC(=O)c1cccc2ccccc12,6.59344403,2.4497183720723212,5.750759987472613,0.0,35.22047391569835,7.572805829100639,136.6728929570565,3.3102314451522914,7.391555429972202,0.8921476479258205,0.3793482965279167
CC(=O)c1ccccc1,6.20518475,1.918053082358326,5.818361170033129,0.0,32.46493278987803,7.299602119398096,56.84950838180802,2.924408075387614,7.247708804815979,0.6007400458010189,0.2485638240128126
CC(=O)c2ccc(c1ccccc1)cc2,7.46226736,2.1565815495985534,9.635512251480318,0.0,32.460588996250024,11.594305077229498,125.61120348376906,3.0751223686971483,11.553690284318364,0.35244383688310293,0.23108741363525245
CC(=O)c1ccc(C(C)(C)C)cc1,6.80580767,2.2401502618985267,8.404703230043754,0.0,32.450208010583296,9.748519767984355,178.36726266174983,3.3982145904801855,9.47367251728847,0.4586324907294558,0.45739901501517144
COc1ccc(C(C)=O)cc1,6.93464702,1.9931419500000005,7.317497624408717,0.0,28.61652626602527,9.343605133178668,75.03098550891377,7.6153586888205895,9.304274807120542,0.4796603512716468,0.19420447924352707
COc1ccc(C(C)=O)cc1OC,6.96706288,1.9945420799999998,7.279126978807259,0.0,29.04776029198991,9.331849391123436,109.17775782353816,3.878814586185217,9.298869312086756,0.6983406778094922,0.1944358748761859
CC(=O)c1cc(C)cc(C)c1,7.24084415,1.9236093502791223,6.921825329250119,0.0,32.47486562508703,7.964156440482508,94.67217648700924,3.8114145943588453,7.250327397022911,0.9116553493746467,0.27247008211108636
CC(=O)c1cccs1,5.97530511,1.9384323687972178,5.740117050000289,0.0,32.27839287927378,6.968855471726555,42.773437892707655,5.227338924497439,6.668589019631449,0.535520341925402,0.2693371911051752
O=C1CCc2ccccc12,6.50675105,1.928476720244575,5.644820680000854,0.0,31.077471741676376,6.449371639601885,56.43857841147189,5.7201238443955225,6.367077943316585,0.7773633072414766,0.2812752566406064
CC(=O)C1CCCCC1,6.68492377,2.4768015054412222,4.838612689635246,0.0,37.71548558184675,6.551723651326348,108.47446449884335,3.280636786461089,6.23935015287036,0.7176957141905183,0.6222559889099252
CC(=O)CCc1ccccc1,5.30135132,2.2848426131784754,8.073705520161605,0.0,29.900209857305388,9.570510996394578,133.75141218029103,8.270212537775938,9.569311995117332,0.45092072275438894,0.33849794650982273
CCCCCC(C)=O,4.48647367,1.876524799358919,7.478944806422175,0.0,28.389885382709796,7.706973348453454,111.11353614945742,3.471861147782443,7.637447758072721,0.505715122543276,0.4931922808623764
CC(=O)C#Cc1ccccc1,7.50360638,1.9407760588774692,8.010742940000005,0.0,28.931689482328977,9.787227868343484,75.53591625360421,2.791656303562822,9.729528161869315,0.4453883733640017,0.1841362470540736
CC(=O)/C=C/c1ccc(Cl)cc1,5.85991287,2.003005893972251,9.583790442205181,0.0,29.3097181974776,10.161953692712242,97.14284688660985,2.9536946044748786,10.125831888026426,0.4434846989368977,0.21097939756946452
CC(=O)/C=C/c1ccc(C)cc1,7.92760722,2.1212453933626403,8.430043733921478,0.0,31.999365009075774,10.324920062539029,107.11664742583191,2.8940756843577278,10.196575022924923,0.4390150732421059,0.23015190975261035
CC(=O)/C=C/c2ccc1OCOc1c2,7.04618043,1.9683076541467859,8.945900010888387,0.0,29.305702642127407,10.52166145572159,103.30510310823567,2.636093422029411,10.329140454930954,0.4469924866962182,0.20971476266316486
CC(=O)/C=C/c1ccco1,5.96745491,1.79034957,8.024414563721,0.0,29.295314139461116,9.012434210864594,64.59918107665817,7.483385251731656,8.85137637322546,0.47997297469180716,0.1940786684364035
CC(=O)/C=C/c1ccccc1,5.87105258,2.0004201232044028,8.346236972816401,0.0,29.317285853737335,9.545654277707435,92.26803027996868,3.023348029379284,9.517283374403519,0.4776958873842273,0.22405814993130135
CC(=O)/C(C)=C/c1ccccc1,7.36927265,2.3655785419286905,6.885494160040812,0.0,32.41652962072274,9.365564943696539,168.78194648996663,8.158447369940182,9.144475776087337,0.47184391527709607,0.467790277030099
CC(C)(C)C=O,4.71918203,1.766858181443085,4.511051020259044,0.0,39.19582805341651,4.388421377105695,67.57545591388966,2.6552423163321266,4.328977005345148,0.9678833460991039,0.8606174158553239
O=CCOCc1ccccc1,6.9736553599999995,1.7,7.709198089924572,0.0,24.645380318424905,8.035609604006597,145.39082011321605,2.3644473482165744,7.982772091974727,0.5955181231371025,0.4799332206623993
COC(=O)CCC=O,4.84585939,1.7,7.995861870002444,0.0,27.23084421235857,7.869235753864594,37.412779570612194,6.693161000794797,7.490247408129548,0.3701111752223076,0.2405466359831371
CC(C)C=O,4.85357613,1.699999991170524,4.497675625957104,0.0,33.553378238183235,4.4239835511260885,49.69504507996677,2.287412009995302,4.395665998197835,0.9010046766832296,0.6493995561072186
COc1cccc(C=O)c1,8.41056934,1.7,5.714154570017057,0.0,28.60658899346503,7.462918516469224,71.56690862215092,6.167063463496632,7.408589037316226,0.7216701324830406,0.2438748483635092
N#Cc1cccc(C=O)c1,8.28830769,1.7,5.720232100074012,0.0,22.638409039321438,7.111497197248569,0.0016584979339120942,3.982406070308287,7.10571290301751,0.7430223330970224,6.221428265998022e-06
O=Cc1cccs1,6.12567216,1.7,5.628503620001435,0.0,25.800789422930308,5.752910238152109,0.0001050947747395265,2.594824069912322,5.567141892744813,0.6784699060724607,8.977463808158577e-07
O=CC1CCCCC1,5.07335989,1.7,5.630359471793383,0.0,32.06453778048855,5.209651848931277,83.33101766027005,3.360708043592143,4.8629145991104,0.9916511438233967,0.7307315188921366
O=Cc1cccc(F)c1,6.93729206,1.7,5.7236931800001445,0.0,26.345002367226446,6.093210322409327,2.9544390962782755e-05,3.3924586943323,5.901257531523501,0.8394817717847898,1.712497980983895e-07
O=Cc1ccc(F)cc1,6.32650784,1.7,6.194197730000003,0.0,26.34271598336801,6.330237873560702,0.0009508715073893842,2.806980433572627,6.324874549953624,0.7240450544077515,5.190396014801702e-06
