smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
C=CC[Si](C)(C)C,6.25947703,1.7,5.571337446184442,0.0,29.833899858101905,7.092840855255554,137.19131243064325,3.4517850263598393,6.970084598185735,0.6909295817944745,0.5863793607197972
C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.289651743926164,9.26463361844307,232.26908545425442,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
C=C(OCc1ccccc1)O[Si](C)(C)C(C)(C)C,7.41641828,2.2963535679821288,7.4523809135448476,0.0,41.121762112574466,11.1379123121278,350.73023850964876,7.547148473583437,10.839504158623708,0.5723661737683964,0.4811394884165403
C=C(OC1CCCCC1)O[Si](C)(C)C(C)(C)C,6.49633339,3.225638673436859,7.0348103314943735,0.0,43.39811287124301,11.372645538475407,309.56526247503183,7.262117212398534,11.2327434183382,0.5301355826176628,0.41200999308516606
C=C(O[Si](C)(C)C(C)(C)C)c1ccccc1,6.33827623,1.7877825395262579,7.283222265709329,0.0,42.571473131171345,10.806276624636016,298.6482156290667,6.718230535554444,10.750836175059902,0.5199285938547299,0.4622633793755697
C=C(/C=C/c1ccccc1)O[Si](C)(C)C(C)(C)C,8.434256790000001,2.371419264049891,7.246981813320254,0.0,40.92802798231055,12.761621671425182,406.06951308927216,8.51574600167687,12.732089243233837,0.478575942749743,0.41110286081415437
C=C/C=C(OC(C)C)\O[Si](C)(C)C(C)(C)C,9.20613967,1.7,6.619587057571976,0.0,28.6264208323296,9.114751196808216,305.39282674686865,3.7798589688241666,8.291092149916786,0.9865271812071943,0.5431434543786196
C=C1C=C(O[Si](C)(C)C)OC(C)(C)O1,7.06865282,2.857853152935773,7.320030252130761,0.0,30.779042468160718,9.545454077788067,255.6900959819089,6.8452813751734265,9.43554446841982,0.644755518312197,0.47208254303377584
CC/C=C(C)/C(=O)/C=C/C(C)C,8.45826562,2.726919270042684,4.395122636680213,0.0,30.30650738104754,10.223655678993007,221.16255433467157,5.313128839239011,9.988389931020624,0.5329090040950009,0.4164588297983919
CC/C=C(C)/C(=O)/C=C/CCC,8.79631529,2.013038629493083,4.718115502929431,0.0,34.45147041826747,11.455494148645029,167.0449786649075,5.758125179018496,11.35588161264867,0.42785611709865673,0.26660795952711347
CC/C=C(C)/C(=O)/C=C/CC(C)C,9.90169738,2.125621441757903,4.543287146679989,0.0,32.52476867484979,11.533823488295628,219.3264493425965,4.962625539842154,11.526647721774312,0.4056826692717835,0.3530168956771625
CC/C=C(C)/C(=O)/C=C/C(CC)CC,9.62579157,2.704410372257905,4.467975225123873,0.0,30.075933961265743,11.752793080890452,282.1019830917378,5.404519822628018,11.512348209664196,0.4824578162799802,0.383226066166421
CC/C=C(C)/C(=O)/C=C/C1CC1,8.433570360000001,2.8156906200638208,4.539654420478597,0.0,29.7699166308097,10.384994379315657,162.75038349713827,6.659609422502797,10.105768505374876,0.5192993500702598,0.3036660252169584
CC/C=C(C)/C(=O)/C=C/C1CCC1,9.05086869,2.4068058510729697,6.113792606892802,0.0,34.29696137597229,12.027798770053014,170.66803114956844,8.467529212605616,11.974210494229649,0.31528776910234796,0.3152857845170214
CC/C=C(C)/C(=O)/C=C/C1CCCC1,9.53834773,2.4907481778752665,5.7889065886967925,0.0,29.77508922764992,12.026997545802832,153.1367258126565,8.632226814294032,11.953666266375851,0.3505736166399519,0.2557388738466782
CC/C=C(C)/C(=O)/C=C/C1CCCCC1,10.47220152,2.152562080507971,5.091618507865509,0.0,30.104939509391087,12.501743180757012,178.28352691893,9.016759531089981,12.386305124249915,0.3574373159105556,0.2624738273608666
CCCCC/C=C(C)/C(=O)/C=C/C(C)C,8.48648492,2.0174054974871547,5.448550415582642,0.0,29.357109586647162,12.953829603718178,214.90278871511353,6.652659676431602,12.782505616070488,0.41527417431818353,0.2477759507038875
C/C(=C\CCCCCl)C(=O)/C=C/C(C)C,11.53807175,2.9018911930745652,7.014892424489828,0.0,38.77166097720432,14.045031586813959,227.61110417681343,10.013085349102182,13.972826320002726,0.3094067917812169,0.269656454690245
C/C(=C\CCc1ccccc1)C(=O)/C=C/C(C)C,7.62230969,2.003283353176972,7.420424486319726,0.0,39.25349928736595,14.16105329621418,320.7056824915622,7.522632467792026,14.127089561099467,0.4753561949427714,0.23929267338126142
C/C=C(C)/C(=O)/C=C/C(C)C,7.51974768,2.092748861615303,4.489125627454356,0.0,31.090610335176077,9.348069389436972,130.66670377477158,5.829642629361223,9.0931055198829,0.5361765810998921,0.32413087529457746
