Actual_Train,Predicted_Train
1.50834462011611,1.4386668
2.11121871885583,2.093503
2.11121871885583,2.093503
1.24642783646092,1.2451799
2.55611519730968,2.554918
2.55611519730968,2.554918
1.69636056402112,1.6998461
0.36604300236907,0.30318522
1.00170602063597,1.0354501
0.537292262645962,0.74962497
1.00251775704442,0.78903687
1.22790438187938,1.2647129
1.01252160395594,0.93568426
1.1286276064333,1.1667444
1.00251775704442,0.83076745
0.766953027860026,0.83190364
1.07488020525664,1.064079
0.292137754526229,0.28069276
0.280782988607822,0.46406472
1.34532071744219,1.3389235
1.18403886746725,1.1591535
1.40532722685258,1.3032233
1.69636056402112,1.777896
0.537283194321078,0.6196122
0.434045437435689,0.78903365
1.10218564765954,1.0565691
1.5801509740729,1.475571
1.76266913452024,1.8116575
1.00251775704442,0.969302
2.31022361586228,2.3169374
2.31022361586228,2.3169374
0.468302636626639,0.34629616
1.03388433338965,1.0095619
0.784522653637927,0.7347558
0.292137754526229,0.4500255
1.22986422544599,1.2189869
1.95663561661488,1.9312302
0.347022114810546,0.3757606
2.49274177630963,2.514085
2.49274177630963,2.514085
1.30047332921237,1.3091341
0.88950012622209,0.94943583
1.59778531372503,1.5496377
1.24642783646092,1.2544154
0.943302876312891,0.9616345
0.239919726019662,0.33902276
1.72401761186645,1.9194939
1.98739390118966,2.02364
0.946575311569268,1.0103228
0.468302636626639,0.6637215
1.24642783646092,1.257154
0.379606477947566,0.3689274
1.27405963005616,1.2572685
1.22790438187938,1.230373
1.6095584853367,1.5863407
1.6572903748331,1.6943421
1.69636056402112,1.6741579
0.973689014842612,1.0294528
0.830505055568161,0.7162832
1.93761606358505,1.934877
1.33830320765106,1.2285568
1.1244141956947,1.1286496
0.0201129180085115,0.08262828
1.09285612115935,1.0555143
0.99224342696966,0.97573525
0.310100556893921,0.5492741
2.11121871885583,2.1059403
2.11121871885583,2.1059403
1.03331774522852,1.0400952
1.84187723260539,1.8252925
1.28547747480641,1.2835785
0.873600545730249,0.8889402
1.95663561661488,1.9707671
1.69636056402112,1.7047367
1.34722426941221,1.3261075
1.59778531372503,1.5790144
1.05113242185592,1.0981841
0.754172310058055,0.91499484
1.6095584853367,1.5627203
1.19534656545593,1.2047752
0.0711405587793623,0.11967842
0.356482381909134,0.49292707
1.27640939400181,1.3246341
0.549510325076852,0.5121298
1.09088986853928,1.1224797
1.59778531372503,1.5661811
1.23171164911491,1.155333
1.36338095271341,1.2287089
0.311225614357558,0.2543684
1.54272103334975,1.5423466
1.74762912529695,1.6929668
0.729199986862732,0.72978944
0.946186682154082,0.9407512
1.14117003183368,1.1159555
1.21908841930077,1.2124525
0.473771360686255,0.4379791
1.24642783646092,1.2349892
0.68140122759023,0.6724835
0.896690630869186,0.89857143
0.896690630869186,0.9976277
1.30047332921237,1.1458048
0.979398452317535,1.0456375
1.6095584853367,1.5069703
0.833683949058078,0.735287
1.16319361109164,1.175528
0.274469795711171,0.32854068
1.09285612115935,1.0237106
2.11121871885583,2.1007047
2.11121871885583,2.1007047
0.762352646729994,0.7449833
2.03644637519126,2.007149
2.03644637519126,2.007149
0.203849975345517,0.52229595
1.33414267365029,1.2858617
1.28547747480641,1.2216564
2.2700400075842,2.1759748
2.2700400075842,2.1759748
1.34722426941221,1.3368621
1.10218564765954,1.0192231
0.604051714260915,0.58033645
2.2700400075842,2.2453244
2.2700400075842,2.2453244
1.5801509740729,1.5834961
1.10218564765954,1.1207117
1.05113242185592,1.1863699
1.14117003183368,1.1159679
1.18403886746725,1.1486315
0.0543483913293769,0.26864457
1.12947472020843,1.1144925
1.79927323721943,1.9230316
2.24074009585259,2.2208655
2.24074009585259,2.2208655
