Actual_Train,Predicted_Train
1.4803340689659,1.487031
1.94518729496759,1.8405366
1.4803340689659,1.4663986
0.328385452424762,0.43480727
1.33341720541618,1.3816987
0.938890970606811,0.8803338
1.98739390118966,1.9943415
1.29618972541438,1.3428233
1.05547766478811,1.167413
1.79927323721943,1.8204516
0.375708538208223,0.5544946
1.47155301558361,1.4829416
1.18403886746725,0.99202883
0.936874309144782,0.9765747
1.09498672771723,1.0829206
0.215513326544225,0.36968625
1.6095584853367,1.6226773
1.74762912529695,1.661447
1.24642783646092,1.2520837
1.30103358035733,1.3008419
1.74762912529695,1.8546203
0.375708538208223,0.440814
1.38335061269019,1.1136307
0.766830094527937,0.73385704
0.10687184190818,0.43357828
1.66753073403661,1.6109372
1.88569976525721,1.9591775
2.31022361586228,2.176015
2.31022361586228,2.176015
2.55611519730968,2.5509403
2.55611519730968,2.5509403
1.10466761988079,1.1216447
1.53594383448288,1.2402245
0.561977398699491,0.52788305
1.33341720541618,1.2627716
1.53594383448288,1.4802964
1.16319361109164,1.1373807
2.24074009585259,2.2755063
2.24074009585259,2.2755063
1.00251775704442,0.8936378
1.36338095271341,1.3975573
1.34532071744219,1.3531251
1.65998139687505,1.4383334
1.4803340689659,1.5433276
1.00170602063597,0.9861514
1.74762912529695,1.4937382
1.5972871852184,1.837276
1.01252160395594,1.0430465
2.76636526494773,2.7272282
2.76636526494773,2.7272282
1.04175988301906,1.1125708
0.946186682154082,0.98487294
1.74762912529695,1.74192
0.88750087293048,0.8860529
1.6095584853367,1.6078979
1.06640676305151,0.7806753
0.450159612422699,0.6296124
0.189733177635498,0.25639042
1.4803340689659,1.4706357
1.43999494104825,1.6227242
1.30047332921237,1.3068848
0.319200949165667,0.31057882
0.946575311569268,1.0741768
0.88950012622209,0.9461546
1.12947472020843,1.1294153
0.830505055568161,0.92515755
1.86514448881084,1.6656175
0.936874309144782,0.9150295
1.24642783646092,1.2269711
0.858588580180647,1.0550932
0.954045045829695,0.96726745
1.59778531372503,1.6059664
1.28856600314386,1.4511051
0.912647740938183,0.94382477
1.16476864742213,1.2878419
1.42976324214713,1.4657139
0.772201974825637,0.76555306
1.38335061269019,1.4390059
0.525283229564422,0.46389982
1.28547747480641,1.3162329
0.402264698835235,0.69414824
1.74762912529695,1.75188
0.121245646920826,0.1221976
0.36604300236907,0.3945218
1.00251775704442,1.0301163
0.385483782741176,0.5619848
1.10218564765954,1.097392
1.64746941213297,1.5641086
1.64746941213297,1.6059691
0.955718232846495,0.9428556
0.319200949165667,0.2759831
1.27230322448813,1.1959434
1.74347858053401,1.6621662
0.719889828467276,0.5947922
1.4803340689659,1.4672279
1.88569976525721,1.9190598
1.84187723260539,1.8350194
1.18403886746725,1.2283394
1.64746941213297,1.6695547
1.28547747480641,1.160007
2.05151503497834,2.0151272
2.05151503497834,2.0151272
1.00251775704442,1.035046
2.31022361586228,2.299467
2.31022361586228,2.299467
1.02973997208864,1.0361937
0.0201129180085115,0.1661898
1.66090146279574,1.553148
1.38335061269019,1.3804481
1.07488020525664,0.93317413
1.33341720541618,1.3299917
0.356044216163377,0.39604542
0.385483782741176,0.5520209
2.31022361586228,2.2989945
2.31022361586228,2.2989945
1.02973997208864,1.0186638
1.53594383448288,1.5242748
1.55084389543685,1.4381568
1.69636056402112,1.6694136
0.851573715266586,0.7331748
1.28547747480641,1.2903721
1.01252160395594,1.003795
1.28547747480641,1.1735297
1.27405963005616,1.2734182
1.74762912529695,1.47174
1.93761606358505,1.9165881
1.95663561661488,2.0462792
0.257071546923839,0.19932906
1.59778531372503,1.5932653
0.468302636626639,0.45658898
1.22790438187938,1.2995695
0.766830094527937,0.69799095
1.05471433333436,1.0630763
0.552333809940395,0.7254753
1.59778531372503,1.5889484
1.54272103334975,1.5722909
1.74762912529695,1.7295115
1.33341720541618,1.293587
2.11121871885583,1.9583772
2.11121871885583,1.9583772
2.87149029876676,2.7559085
2.87149029876676,2.7559085
0.907108135251619,0.93191534
1.36338095271341,1.445474
1.28547747480641,1.2904638
