,Unnamed: 0.1,reaction,starting electrophile SMILES,input electrophile SMILES,nucleophile SMILES,"3,3 Catalyst Substituent ",N Catalyst Substituent,solvent,Temperature (Celsius),Temperature (Kelvin),yield (%),ee (%),e.r. 1,e.r. 2,ddG,reference ,Link,Unnamed: 0,ster1,ster2,ster3,polarxx,polarxy,polaryy,polarzx,polaryz,polarzz,mean_polar,HOMO,LUMO,biggest distance,major_axis,Axis_2,Axis_3,Vbur75,old_name,smiles_e,L_e,Bmin_e,Bmax_e,bur_shell_e,bur_vol_e,max_distance_e,tot_V_e,disp_e,max_axis_e,A2_e,min_axis_e,smiles_n,L_n,Bmin_n,Bmax_n,bur_shell_n,bur_vol_n,max_distance_n,tot_V_n,disp_n,max_axis_n,A2_n,min_axis_n
90,90,17,CCCCCCC/C=C/C(=O)OC,CCCCCCC/C=C/C(=O)OC,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,Methyl-cyclohexane,-40,233.15,94.0,90,95.0,5.0,1.36338095271341,"Angew.Chem.Int.Ed.2018,57,2464–2495",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,CCCCCCC/C=C/C(=O)OC,4.89820718,1.8939985287314576,11.775747159203316,0.0,31.9758782969426,13.868741675104175,185.41566573365893,4.183179983298015,13.6951786548858,0.3055024818153429,0.2362808780160639,CO/C(O[Si](C)(C)C)=C(C)/C,6.20400033,2.542806953380538,5.519024015127267,0.0,33.41328546880962,7.970363960127999,222.16857351302224,6.100548454560761,7.84726444493871,0.7893447141526687,0.5824532287374983
91,91,18,COC(=O)/C=C/C(C)C,COC(=O)/C=C/C(C)C,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,40,313.15,,69,84.5,15.5,1.05471433333436,"Angew.Chem.Int.Ed.2018,57,2464–2496",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/C(C)C,4.33347327,2.390032282231448,6.747532035662921,0.0,26.86924444828167,8.87221486502771,107.72450193086566,3.924389158957724,8.695696820907795,0.4837244915599656,0.3386906827448621,CO/C(O[Si](C)(C)C)=C(C)/C,6.20400033,2.542806953380538,5.519024015127267,0.0,33.41328546880962,7.970363960127999,222.16857351302224,6.100548454560761,7.84726444493871,0.7893447141526687,0.5824532287374983
93,93,2,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCCCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,95.0,96,98.0,2.0,2.11121871885583,"Angew.Chem.Int.Ed.2018,57,2464–2498",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(O[Si](C)(C)C)=C/1CCCCC1,6.37295159,2.3641699936843965,5.2189064231776205,0.0,35.08556827359568,9.202297604060949,237.6034096767267,5.598637546103131,8.940404686989122,0.7253306932273217,0.4584004975960872
94,94,3,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,97.0,92,96.0,4.0,1.72401761186645,"Angew.Chem.Int.Ed.2018,57,2464–2499",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(O[Si](C)(C)C)=C/1CCCC1,6.40711889,2.6131881154468983,5.678300763768738,0.0,39.51682809298323,9.03205119200107,209.2861647132252,5.42540586165052,8.800769817122232,0.7306175163110891,0.4202313540632517
95,95,4,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,99.0,93,96.5,3.5,1.79927323721943,"Angew.Chem.Int.Ed.2018,57,2464–2500",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(O[Si](C)(C)C)=C/1CCC1,6.115169509999999,2.367814868899976,5.818529557037047,0.0,33.176837394151136,8.486555164225194,207.69826529486105,5.683781065339327,8.152948501769664,0.7824338170430049,0.489825239449789
96,96,5,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C\c1ccccc1)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,98,99.0,1.0,2.49274177630963,"Angew.Chem.Int.Ed.2018,57,2464–2501",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(=C\c1ccccc1)O[Si](C)(C)C,5.29285319,2.9160050488319174,5.8321656000544975,0.0,31.34330332588369,11.092276959823256,308.85790626395817,7.592000830358845,11.082428992353451,0.5611520785021513,0.4043647366137
97,97,6,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C/c1ccccc1)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,96.0,97,98.5,1.5,2.2700400075842,"Angew.Chem.Int.Ed.2018,57,2464–2502",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(=C/c1ccccc1)O[Si](C)(C)C,6.5029754,2.688019507557021,5.718249133046998,0.0,29.966370757180155,9.47111823794688,307.3444032942456,6.373453822888753,9.144867253540973,0.7731189435204162,0.5198125699838072
98,98,7,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C\C(C)C)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,99,99.5,0.5,2.87149029876676,"Angew.Chem.Int.Ed.2018,57,2464–2503",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23,COC(=O)/C=C/c1ccccc1,6.20738556,1.8090882563977253,8.315958550221591,0.0,26.556759086418182,10.485302819753658,84.38800065593384,3.718631697871191,10.442592690233507,0.4488212534490368,0.1651133796113258,CO/C(=C\C(C)C)O[Si](C)(C)C,5.26309872,1.897760748900456,5.909840558096086,0.0,34.63323576348177,8.989797757651285,245.2410874294735,6.622360228763277,8.95100261806068,0.7049181217409143,0.4851091936626857
99,99,optimization 1,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,50,75.0,25.0,0.552333809940395,"Nat. Chem. 2018, 10, 888-894",https://www.nature.com/articles/s41557-018-0065-0,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
100,100,2,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,c1ccccc1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,59,79.5,20.5,0.68140122759023,"Nat. Chem. 2018, 10, 888-895",,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
101,101,3,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,c1cccc2ccccc12,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,78,89.0,11.0,1.05113242185592,"Nat. Chem. 2018, 10, 888-896",,1naphth_idp_1_1_m062x,6.98,1.72,5.69,240.265,-0.979,194.39,4.429,-4.209,111.506,182.05,-0.25767,-0.02612,9.66621643400281,9.625435,7.101169,3.324899,10.6898981341512,c1cccc2ccccc12,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
102,102,4,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,Cc1cc(C)ccc1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,82,91.0,9.0,1.16319361109164,"Nat. Chem. 2018, 10, 888-897",,ph_35me_2_1_m062x,6.84,1.86,4.44,224.456,0.0,164.649,0.0,-7.916,99.221,162.78,-0.2751,-0.00396,9.48690307218557,9.22826,6.450354,2.229484,9.93114040929543,Cc1cc(C)ccc1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
103,103,5,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCc1cccc(CC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-898",,ph_35et_5_1_m062x,6.84,2.44,5.27,246.182,0.0,183.583,0.0,-16.914,133.129,187.63,-0.27476,-0.00345,9.94497358379684,9.231137,8.231757,3.344133,11.3141041805734,CCc1cccc(CC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
104,104,6,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-899",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
105,105,7,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-900",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
107,107,9,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,78,89.0,11.0,1.05113242185592,"Nat. Chem. 2018, 10, 888-902",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C)(C)C,4.76311391,1.929386385918044,6.02633990441565,0.0,43.40352914637101,8.062217167285505,160.85383146024196,4.465194869461185,8.052894605324997,0.5851502611248117,0.5263904013238493
108,108,10,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](CC)(CC)CC,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-903",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](CC)(CC)CC,5.99695155,1.829903957269841,6.232572395757606,0.0,43.67336566210745,8.453323733613898,251.81420248808777,5.296575942843121,7.95482434990846,0.7874248335115905,0.6353006948122359
109,109,11,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C(C)C)(C(C)C)C(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,67.0,38,69.0,31.0,0.402264698835235,"Nat. Chem. 2018, 10, 888-904",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c2ccc1ccccc1c2,6.27357389,1.807059422713798,8.124658142375866,0.0,32.51151064660836,9.530335359951712,87.59520538159485,3.625606659910096,9.523258882531527,0.5608893893902855,0.1808199478036637,C=C(OC)O[Si](C(C)C)(C(C)C)C(C)C,7.14560296,1.9760466409760689,6.3704022320965485,0.0,41.99039620359714,8.571690358814443,359.70965622291294,5.549542966733813,8.159973935568896,0.8553068359391234,0.7740407742531251
110,110,3c,CCC(=O)c2ccc1cc(OC)ccc1c2,CCC(=O)c2ccc1cc(OC)ccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,88,94.0,6.0,1.38335061269019,"Nat. Chem. 2018, 10, 888-905",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CCC(=O)c2ccc1cc(OC)ccc1c2,7.34644676,1.9550286582291387,9.299848509356137,0.0,30.227598542600663,12.33649948621656,127.0644743318828,9.895878388999115,12.32906203688879,0.4399724079604185,0.1541021114056582,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
111,111,3d,CC(=O)c1cccc2ccccc12,CC(=O)c1cccc2ccccc12,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,92,96.0,4.0,1.59778531372503,"Nat. Chem. 2018, 10, 888-906",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c1cccc2ccccc12,7.523649789999999,2.0715892484058727,6.049427179384704,0.0,34.90316107699838,7.559210177378975,100.21283944218648,3.222738583537383,7.368508186300943,0.900632970566786,0.2781229421349001,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
112,112,3e,CC(=O)c1ccccc1,CC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-907",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1,CC(=O)c1ccccc1,6.19786379,1.75165028,5.7438305892508525,0.0,32.55825449907084,7.227114902147984,52.08262045500322,5.832237631019917,7.168526735355291,0.5956410579476256,0.2373659789187224,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
113,113,3f,CC(=O)c2ccc(c1ccccc1)cc2,CC(=O)c2ccc(c1ccccc1)cc2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,96.0,84,92.0,8.0,1.22790438187938,"Nat. Chem. 2018, 10, 888-908",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c2ccc(c1ccccc1)cc2,7.69708585,1.8297337887833205,9.630029907751933,0.0,32.438439028058305,11.406222247913322,98.32804145724415,9.849161694260411,11.349576209631156,0.3720829742577816,0.1807584691245196,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
114,114,3g,CC(=O)c1ccc(C(C)(C)C)cc1,CC(=O)c1ccc(C(C)(C)C)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,84,92.0,8.0,1.22790438187938,"Nat. Chem. 2018, 10, 888-909",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c1ccc(C(C)(C)C)cc1,7.27512895,2.0701852524362225,7.880205007721529,0.0,32.71691626220098,9.380314449282135,158.63161344221612,3.357951660557424,9.301667910792268,0.4631232389620685,0.4256088763642716,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
115,115,3h,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-910",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,COc1ccc(C(C)=O)cc1,7.22271203,1.9357891019532685,7.080270603511693,0.0,27.86338283039059,9.263972832603772,82.09519703552091,7.533728141881991,9.178900938891951,0.480663754922061,0.2208535203194003,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
116,116,3i,COc1ccc(C(C)=O)cc1OC,COc1ccc(C(C)=O)cc1OC,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,95.0,98,99.0,1.0,2.31022361586228,"Nat. Chem. 2018, 10, 888-911",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,COc1ccc(C(C)=O)cc1OC,7.17920072,1.942655230791869,6.969962907478382,0.0,28.8068717458841,9.151391996324524,118.85699571526472,3.981755706443436,9.125869147444462,0.7158962883140636,0.218449938115473,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
117,117,3j,CC(=O)c1cc(C)cc(C)c1,CC(=O)c1cc(C)cc(C)c1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-912",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1,CC(=O)c1cc(C)cc(C)c1,7.21278423,1.841641507587999,6.870343070194498,0.0,32.81908175527863,7.890009962950204,91.12605166467628,3.679720719112204,7.138816108094409,0.8858030574448852,0.2827657430514601,C=C(OC)O[Si](C)(C)C(C)(C)C,5.94236943,2.495612694542582,7.186616615806121,0.0,45.28965174392616,9.26463361844307,232.2690854542544,4.469333799228263,9.038164040413047,0.6136879271509972,0.5126290011704386
