smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
C/C=C/1CCCCC1=O,5.987663190015348,2.5234180552605388,5.550298289607427,0.0,29.22554309041652,6.996535270251639,115.44024975976949,4.397880478941782,6.872427335451541,0.6986262215727164,0.5090751593955889
CC/C=C/1CCCCC1=O,6.132119519995095,2.6509557452332504,6.598255972063074,0.0,29.64669332417828,7.772769985289363,138.39135969801188,6.256336889107561,7.764579219536566,0.6538139212684635,0.45216926285473885
C=C1CCCC1=O,5.36759942,2.247047864335193,4.421239623632473,0.0,32.28096022547668,5.416805649929695,58.92606323377284,3.04635873083913,5.400661357370215,0.7591923361366063,0.49273654459897137
C/C=C/1CCCC1=O,5.3612539400000045,2.240101371791584,5.531689946011009,0.0,29.02177848330387,6.516785608098277,73.18471316178365,4.42756164790387,6.3692362245039345,0.6741550672511352,0.4201443256200713
CC/C=C/1CCCC1=O,5.360863720002868,2.402792937834559,6.751046285919925,0.0,28.76616188168295,7.7768444113460635,100.03326137145235,5.437333696778383,7.693229315932217,0.5529475557168546,0.3973145339856839
CCCC/C=C/1CCCC1=O,5.361931490390252,2.234858178109313,7.887714987791448,0.0,32.49949693042127,9.034880259024032,129.15760865214773,7.157638225205209,8.683794842080596,0.5021827203858952,0.39276209409953106
C/C(C)=C\1CCCC1=O,5.35164926,2.3532890004194904,5.5456531026701725,0.0,34.967947579828305,6.574951062573442,73.87476951664581,3.9730805503913302,6.094669890454304,0.7238690180766044,0.45080174351276114
C/C=C/1CCCC(C)(C)C1=O,6.04027874,2.9744202297377305,5.5444905258733765,0.0,29.27786384445334,7.907440600987994,156.69406480342664,5.791160989801997,7.892911625717454,0.647626521752892,0.4920578904980865
C=C1CCCC(C)(C)C1=O,6.10526703,2.66671965859527,4.478628326552664,0.0,34.26646363667379,6.58701821828362,122.39161358335241,4.084269388154581,6.550728067608448,0.7397258903357715,0.5885889802273753
C=C1C(=O)CCCC1(C)C,6.2782446,2.312996864424414,4.592820454950188,0.0,39.62703297315361,6.082185219979992,125.53961268101745,3.540364625542749,5.762574673918333,0.9999064138416446,0.656102559005606
C=C1CCC(C)=CC1=O,6.2016081,2.32420339966907,4.5963129376930825,0.0,33.59357267090086,6.977296047018587,87.96546367319488,3.304662320634759,6.743164685885793,0.7014225403587314,0.409016830535091
C=C1CCC=C(C)C1=O,6.20408171,2.2948426111954072,4.523318720252379,0.0,33.67983150858993,6.801681120644709,96.251298503054,3.950879058301786,6.739445936182085,0.7553333494060069,0.41628940317235935
C=C1CC(C)(C)C=CC1=O,7.24863289,2.6428310981174494,4.449128037537279,0.0,35.03196864614889,6.759065254060206,136.0599128609458,4.186071971572139,6.309858955410432,0.8766760959723651,0.6177774744233703
C=C2CCc1ccccc1C2=O,6.26126475,2.370780060073993,5.742795909929714,0.0,33.75394607300461,8.261468374346261,128.4080609970212,3.8103131911869212,8.260204153775694,0.6513571733811855,0.34978464771713697
COC(=O)/C=C/c1cccc(Br)c1,7.631319337886215,2.1208389973764246,8.191066246314092,0.0,27.258609337459706,10.448529251624112,85.67132121139905,8.555243089582275,10.25696204662555,0.5029257798555973,0.15786118834756763
COC(=O)/C=C/c1ccccc1Br,7.602423069999969,2.3428250509632074,7.0595128450224855,0.0,27.810265275757704,9.986061204498084,134.97890922439768,3.485310561365051,9.897187012757794,0.5389551516351716,0.25833185174243634
COC(=O)/C=C/c1ccc(C(F)(F)F)cc1,6.72273313,2.1392910883120813,10.020234996280587,0.0,27.26636597453632,11.782942271785178,107.65025414327684,2.8854968509706422,11.466252200762224,0.3893258664715461,0.1834160477434043
COC(=O)/C=C/c1cccs1,8.111319462525245,1.9427178411840247,7.024161352275166,0.0,27.851500014910627,9.558699081005717,65.66922664710495,2.8619787763908757,9.212855092026272,0.429381414823804,0.19558522020687102
COC(=O)/C=C/CC(C)C,5.214255826900899,2.0048065117747367,7.789921455723902,0.0,27.304159778361242,9.844494678006717,109.870611864137,3.7663512549151315,9.747966468235102,0.39066399195712714,0.3044601705367404
CCC/C=C/C(=O)OC,7.4976140345451405,1.9995181167910128,6.171035684699768,0.0,28.414354032567008,9.19134375681911,113.87026618441259,4.05645159428357,9.034926938650825,0.4560785024463893,0.33857169029373196
CC/C=C/C(=O)OC,5.941689456229327,1.9908500323255258,5.815809397229153,0.0,30.231588289486055,8.159200712344875,48.80040112518638,3.69011783355892,7.917028405028712,0.42640102812170466,0.23006620753194548
COC(=O)/C=C/CBr,6.9513238358203555,1.9660449012521604,5.012127582399075,0.0,27.803175368997234,7.249026471459913,76.12437909184706,3.6328629623977724,7.099392737422046,0.5833112734727979,0.3647201968242752
C/C=C/C(=O)OC,5.8305627013367864,1.9908508357660675,4.578394117184529,0.0,26.533994114278652,6.777612935234771,43.438864779387316,3.5857452315546205,6.504040194269125,0.5699396173130649,0.27701308185394463
C=C(C=O)CC,5.1167436409373455,1.7,5.785771904898704,0.0,34.881475909700704,5.653251844033239,36.49395165404844,2.6500995863655996,4.940373695652782,0.8406497647636393,0.3600198096100183
C=C(C=O)Cc1ccccc1,5.23822296,1.7,8.183265850018705,0.0,36.77298076320571,8.364553569332319,141.1910602878295,8.002989483496565,8.34026279408854,0.5175338333967496,0.470250480130946
C/C=C/C=O,5.898027455465503,1.7000000000000004,4.485359401784375,0.0,26.35770159581529,5.492581818312801,27.620610369937122,2.4612129317496345,5.409431066216053,0.5319394590274028,0.32803206412113217
CC/C=C(C)/C=O,5.240266327747334,1.7000000000000004,6.739744309811392,0.0,29.516243275863804,6.594608043530509,80.4259754807565,5.709297535831526,6.51543026192916,0.6299874590453318,0.4615674062272568
O=CC1=CCCCC1,6.145610250545124,1.699999999999891,5.771918383463783,0.0,27.003457286893358,6.135787872019506,80.78176294092101,2.5202329060771045,6.135761850614812,0.7583612137696795,0.46113886810425725
C=C(C)C=O,5.235803234092635,1.7000000040673657,4.449042288004051,0.0,32.6533950034484,4.536223180472036,29.998986405678316,2.095859789034501,4.533041900281008,0.8215964796105657,0.39199345098542254
C=CCCCCCCCC(=C)C=O,5.087780760000002,1.7,11.185951464091074,0.0,27.16131040115075,12.341276491067433,222.63621405176528,10.421866352896508,12.067713577371876,0.359284039653443,0.3526004819850451
